platform,sceneid,productid,acqdate,tileid
Sentinel 2,S2B_MSIL1C_20190808T075619_N0208_R035_T39VUC_20190808T101602,ab246412-171e-4b2e-a804-a8c26f9dd636,2019-08-08 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190808T075619_N0208_R035_T39UUB_20190808T101602,6e3690e3-55bd-4998-b7c8-94a8d3bdbfbc,2019-08-08 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190808T075619_N0208_R035_T39VVC_20190808T101602,928c0657-23be-4b52-a2ab-6c280171c956,2019-08-08 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190726T074619_N0208_R135_T39UUB_20190726T095038,898653fb-a47c-4d3a-99ae-41d86a2a4141,2019-07-26 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190726T074619_N0208_R135_T39UVB_20190726T095038,f02eddf6-f5db-4ea5-b744-878f3f012e38,2019-07-26 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190726T074619_N0208_R135_T39VVC_20190726T095038,859b797a-55d0-4f9f-88b0-4e64d0d07f98,2019-07-26 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190726T074619_N0208_R135_T39VUC_20190726T095038,2b274467-d565-4bed-ac10-9a02a8e1a093,2019-07-26 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190724T075611_N0208_R035_T39VUC_20190724T094704,9db37498-ce23-47ef-8fb8-8fddca6e66e0,2019-07-24 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190724T075611_N0208_R035_T39VVC_20190724T094704,10db51df-002a-41a5-866a-5fa09fa9ac9e,2019-07-24 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190724T075611_N0208_R035_T39UUB_20190724T094704,7a287b29-9c36-4365-a30f-c7d98a3a7dde,2019-07-24 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190724T075611_N0208_R035_T39UVB_20190724T094704,19fad3cc-e4b6-438c-95af-34a88d8bc394,2019-07-24 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190719T075619_N0208_R035_T39UUB_20190719T100012,1a1ec546-5fe2-44e0-8f8b-728f2ffea984,2019-07-19 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190716T074619_N0208_R135_T39VVC_20190716T095011,ab8277fe-ca80-4bdf-bb08-e0073f8a073f,2019-07-16 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190716T074619_N0208_R135_T39UVB_20190716T095011,776ea46f-ebbd-42fb-8bda-b8d6898086b3,2019-07-16 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190716T074619_N0208_R135_T39VUC_20190716T095011,67179cfd-bdcf-4c65-9071-387f1e5e183c,2019-07-16 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190716T074619_N0208_R135_T39UUB_20190716T095011,1b57b8c3-2580-40a2-8f44-aa61994eefa5,2019-07-16 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190714T075611_N0208_R035_T39VUC_20190714T092656,4fa26ac4-597d-48de-bce3-dcd5fce8d7ed,2019-07-14 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190714T075611_N0208_R035_T39UVB_20190714T092656,1ded2d69-826b-49af-8360-b8a7bce25320,2019-07-14 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190714T075611_N0208_R035_T39VVC_20190714T092656,9fd9bb6b-fa95-4557-a29a-c65723642615,2019-07-14 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190711T074621_N0208_R135_T39UVB_20190711T091435,8df66f7f-893d-4a0f-9c59-943420af2cee,2019-07-11 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190711T074621_N0208_R135_T39VVC_20190711T091435,d7f97d11-49ae-4557-80c4-e9a0ab0ddcdd,2019-07-11 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190711T074621_N0208_R135_T39UUB_20190711T091435,c230ca9f-fa27-4588-b181-15dbe2b0aca9,2019-07-11 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190704T075611_N0207_R035_T39VVC_20190704T092324,39c5386f-1051-4b33-9328-a3288ff68c87,2019-07-04 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190704T075611_N0207_R035_T39UUB_20190704T092324,04c2cb20-a9b0-41ff-afc7-783826c5eca9,2019-07-04 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190704T075611_N0207_R035_T39VUC_20190704T092324,6271196d-2906-436f-b64a-a12b8e6afd15,2019-07-04 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190704T075611_N0207_R035_T39UVB_20190704T092324,e5e6bfcd-3791-4289-a872-9c7a89080a9f,2019-07-04 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190701T074621_N0207_R135_T39UVB_20190701T092039,49e5da0e-7571-408f-96e1-32550bffd42f,2019-07-01 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190701T074621_N0207_R135_T39VVC_20190701T092039,2dc98cf4-2359-463a-9dcb-13a16cb658b9,2019-07-01 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190701T074621_N0207_R135_T39UUB_20190701T092039,09c2a73c-f092-43db-8b28-d18d1e2f8d98,2019-07-01 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190701T074621_N0207_R135_T39VUC_20190701T092039,07686538-1f55-477b-a541-b11a04b5c003,2019-07-01 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190629T075619_N0207_R035_T39VVC_20190629T095844,74ee2717-7cb7-4ffe-9017-66eb2903fbaa,2019-06-29 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190629T075619_N0207_R035_T39UVB_20190629T095844,74f3cbc5-4eb4-4438-887a-b51793d77105,2019-06-29 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190629T075619_N0207_R035_T39UUB_20190629T095844,53be8aae-dbfd-49d7-9ca7-82f03f120ba6,2019-06-29 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190626T074619_N0207_R135_T39VVC_20190626T095007,845f237d-5557-46a4-91f5-dbb912f56145,2019-06-26 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190626T074619_N0207_R135_T39UVB_20190626T095007,103a2bf7-8468-4cb4-aa95-6cd4069710d3,2019-06-26 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190626T074619_N0207_R135_T39UUB_20190626T095007,b62cb1a1-a2d3-40c9-ba29-39f685e22c3a,2019-06-26 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190621T074621_N0207_R135_T39VUC_20190621T095103,82e2ce9d-a760-48e7-9da5-8478d534e382,2019-06-21 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190621T074621_N0207_R135_T39UVB_20190621T095103,11cb9941-18bf-49e0-92fe-493d4d512912,2019-06-21 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190621T074621_N0207_R135_T39VVC_20190621T095103,16d7e854-fccc-4c60-a021-e5535b5d619f,2019-06-21 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190621T074621_N0207_R135_T39UUB_20190621T095103,481cff76-7fe6-4f9d-a409-369de706e9b3,2019-06-21 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190619T075619_N0207_R035_T39VVC_20190619T105931,0e1f6ef4-4d24-4742-8574-526ea2aecf32,2019-06-19 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190619T075619_N0207_R035_T39UVB_20190619T105931,ce5b320c-73b9-4c80-ab91-58acd6d4e985,2019-06-19 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190619T075619_N0207_R035_T39VUC_20190619T105931,f6d0a5c3-8de1-48cd-bb92-af740b93b3f9,2019-06-19 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190619T075619_N0207_R035_T39UUB_20190619T105931,02dae137-4f97-4ad8-b0e3-b1e16b3420b7,2019-06-19 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190616T074619_N0207_R135_T39UUB_20190616T095127,2430239a-fd24-43af-b650-24a72f254291,2019-06-16 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190611T074611_N0207_R135_T39VVC_20190611T091350,c9f36719-4fee-4c93-acf4-197bf50416b8,2019-06-11 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190611T074611_N0207_R135_T39VUC_20190611T091350,10eb395d-6bee-4518-8020-3b3cc8da26cc,2019-06-11 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190611T074611_N0207_R135_T39UVB_20190611T091350,c54c250b-5c26-4442-8bd3-218b4c2bd44e,2019-06-11 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190611T074611_N0207_R135_T39UUB_20190611T091350,22392dfb-aeed-42ff-ac88-7de112308774,2019-06-11 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190609T075619_N0207_R035_T39VUC_20190609T101544,10e3b00e-fc05-438e-af30-ddef3fc8b911,2019-06-09 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190609T075619_N0207_R035_T39UVB_20190609T101544,31da9ac2-035b-4901-b424-fd502a80ac24,2019-06-09 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190609T075619_N0207_R035_T39UUB_20190609T101544,7da1e3cf-b336-4615-8bb1-9de126d5537b,2019-06-09 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190609T075619_N0207_R035_T39VVC_20190609T101544,ce109ffd-ab73-4058-a636-42b278504279,2019-06-09 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190604T075611_N0207_R035_T39VUC_20190604T092408,9ecdbacb-8a9f-46e1-854e-ee1a1032242d,2019-06-04 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190604T075611_N0207_R035_T39UVB_20190604T092408,99051963-f4e9-4a5b-affe-6e6fb558d3e6,2019-06-04 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190604T075611_N0207_R035_T39UUB_20190604T092408,7e23a37b-bdae-40ff-8268-fc5aa08472ac,2019-06-04 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190604T075611_N0207_R035_T39VVC_20190604T092408,b222a198-290a-4680-963a-1ccabea10da7,2019-06-04 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190601T074611_N0207_R135_T39VVC_20190601T092011,e6850cc9-513b-4338-a5e7-e01e9a6e69d1,2019-06-01 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190601T074611_N0207_R135_T39UUB_20190601T092011,050d8e09-7867-4c55-8f66-593ccbf26d9e,2019-06-01 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190601T074611_N0207_R135_T39UVB_20190601T092011,d1eef591-a52f-4e09-9d4a-f6f7fbd4c721,2019-06-01 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190530T075619_N0207_R035_T39VVC_20190530T100127,02a80747-0fd3-4185-8480-fb4717b0cd64,2019-05-30 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190530T075619_N0207_R035_T39UUB_20190530T100127,59a9642e-8869-4feb-9540-7e6d187145fd,2019-05-30 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190530T075619_N0207_R035_T39VUC_20190530T100127,cc3a1f3a-1a4a-427e-a283-59fe38d24b40,2019-05-30 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190530T075619_N0207_R035_T39UVB_20190530T100127,7ab2352c-5395-4e69-9508-7bb0f1b23dc6,2019-05-30 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190525T075611_N0207_R035_T39UVB_20190525T091147,ad9ba6cb-c5a5-4049-962d-eca0651dae99,2019-05-25 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190525T075611_N0207_R035_T39VUC_20190525T091147,ad08d8c9-1acc-4641-95a8-58b15a4b6c7a,2019-05-25 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190525T075611_N0207_R035_T39UUB_20190525T091147,904dda15-e95d-4580-8777-b15bea75ca63,2019-05-25 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190522T074621_N0207_R135_T39VVC_20190522T113403,98542da2-32aa-4dc0-be51-7d89f214d0a2,2019-05-22 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190522T074621_N0207_R135_T39VUC_20190522T113403,3954cb0b-e3f2-4a0d-ac22-d38ebb1c04cb,2019-05-22 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190520T080019_N0207_R035_T39VUC_20190520T114528,50505221-7408-4f71-ab3d-332fc8547399,2019-05-20 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190517T074619_N0207_R135_T39VUC_20190517T095129,7832f2f0-2f46-461e-b306-9302e3b143bf,2019-05-17 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190517T074619_N0207_R135_T39VVC_20190517T095129,877013bc-4e6a-49ca-82b1-47010560de43,2019-05-17 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190517T074619_N0207_R135_T39UUB_20190517T095129,6f908225-22c9-4334-b061-f7c852552334,2019-05-17 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190517T074619_N0207_R135_T39UVB_20190517T095129,029bfaae-e944-4812-9af5-3a9a76fc74f4,2019-05-17 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190512T074621_N0207_R135_T39UUB_20190512T092201,ae40cd3a-4bb3-4149-a764-5ef8e6419f13,2019-05-12 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190512T074621_N0207_R135_T39VUC_20190512T092201,2721e9c1-9ce1-4f0e-b99e-3217e405647c,2019-05-12 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190512T074621_N0207_R135_T39UVB_20190512T092201,e7b131e6-295b-448b-9abc-30b5957bf3ac,2019-05-12 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190512T074621_N0207_R135_T39VVC_20190512T092201,09dda5ae-0110-40a7-9f8b-413cd3a52636,2019-05-12 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190510T075619_N0207_R035_T39VUC_20190510T101639,0e57cafa-d3d2-437f-96ba-f6b2775fe330,2019-05-10 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190510T075619_N0207_R035_T39VVC_20190510T101639,fda57b7b-b734-4eb5-9bb1-340285bfe59e,2019-05-10 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190510T075619_N0207_R035_T39UUB_20190510T101639,cfa02c9d-cb31-4d2b-871c-fe3860ba543e,2019-05-10 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190510T075619_N0207_R035_T39UVB_20190510T101639,063cd6ba-378e-4300-932e-f92d583bae3f,2019-05-10 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190505T075611_N0207_R035_T39VVC_20190505T093319,483a7840-e15e-4ff6-a67a-5b3bf4b3a9b6,2019-05-05 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190505T075611_N0207_R035_T39VUC_20190505T093319,c0d53fb1-bc92-4690-8993-9989bb62a205,2019-05-05 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190505T075611_N0207_R035_T39UVB_20190505T093319,b594bfd9-629d-4bdd-915b-021870f7ec8a,2019-05-05 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190427T074619_N0207_R135_T39VUC_20190427T095108,90e238ca-e72b-4826-99ca-5c1f3f525758,2019-04-27 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190427T074619_N0207_R135_T39UVB_20190427T095108,4f4d809e-2c16-46f6-aaae-4b7090c73894,2019-04-27 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190427T074619_N0207_R135_T39UUB_20190427T095108,a5a5cc46-496b-4758-b00e-f84ddca4143e,2019-04-27 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190427T074619_N0207_R135_T39VVC_20190427T095108,5d620643-1136-4a64-9654-d7d0345da84d,2019-04-27 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190425T075611_N0207_R035_T39UVB_20190425T095958,285ba017-4b73-47b4-8f61-4d7c4dc26b60,2019-04-25 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190425T075611_N0207_R035_T39VUC_20190425T095958,d8a43752-16d7-40b2-9b89-a748946db55e,2019-04-25 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190425T075611_N0207_R035_T39UUB_20190425T095958,ef2669f1-b002-4a4f-b234-44a8bf340701,2019-04-25 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190422T074611_N0207_R135_T39UVB_20190422T095133,978c6b43-5662-475f-8d89-672472652bac,2019-04-22 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190422T074611_N0207_R135_T39VUC_20190422T095133,99552c07-a4a0-4eff-94e7-9cbbae16c62b,2019-04-22 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190422T074611_N0207_R135_T39VVC_20190422T095133,125657b0-4541-44ac-a60b-7d7ba9273716,2019-04-22 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190422T074611_N0207_R135_T39UUB_20190422T095133,a1ca7b1d-3dd3-4cec-9b06-ffae60ac3507,2019-04-22 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190420T075619_N0207_R035_T39UUB_20190420T100054,734b531a-35df-4d6b-81a2-ddbcb4e5d7fe,2019-04-20 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190420T075619_N0207_R035_T39VUC_20190420T100054,6c7c0112-ba56-483b-b3fd-9d58fc5a3f14,2019-04-20 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190420T075619_N0207_R035_T39UVB_20190420T100054,e22cf594-2c30-4828-b076-801f668decc6,2019-04-20 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190420T075619_N0207_R035_T39VVC_20190420T100054,268980ed-3d99-4592-a99d-cf8e712c0916,2019-04-20 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190417T074619_N0207_R135_T39VUC_20190417T095054,47840697-4ed7-44b3-b993-3e7825900ccf,2019-04-17 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190417T074619_N0207_R135_T39UUB_20190417T095054,d77391d6-3e18-49b0-a63d-5a292e00d155,2019-04-17 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190417T074619_N0207_R135_T39VVC_20190417T095054,728f4e21-2b71-47f8-ac74-53b5a9254a4d,2019-04-17 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190417T074619_N0207_R135_T39UVB_20190417T095054,e72d29c7-068e-41f2-a735-6b5d2b05fc86,2019-04-17 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190415T075611_N0207_R035_T39VUC_20190415T092545,92b1aab1-3d59-414c-9bd0-4d38205e90c3,2019-04-15 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190415T075611_N0207_R035_T39UUB_20190415T092545,75edf2fc-3457-46b8-a50c-d37534d3fb22,2019-04-15 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190415T075611_N0207_R035_T39UVB_20190415T092545,1f1c0283-7cbf-4f3e-8a24-f4e598714c70,2019-04-15 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190415T075611_N0207_R035_T39VVC_20190415T092545,47c38606-f757-492b-9dfe-9bf1a5936162,2019-04-15 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190412T074611_N0207_R135_T39UVB_20190412T092404,0323d97a-8b53-4d70-9e10-e7723b24c787,2019-04-12 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190410T075619_N0207_R035_T39UVB_20190410T114209,de864cb8-744b-43f5-b2e9-96dcb6ccdbe0,2019-04-10 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190410T075619_N0207_R035_T39VVC_20190410T114209,22f7e896-8cf4-47f7-aa47-51cac5642e3f,2019-04-10 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190402T074611_N0207_R135_T39VVC_20190402T092401,160d4dfc-f8e1-4c58-8ecc-b5ae8c5aae5a,2019-04-02 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190402T074611_N0207_R135_T39VUC_20190402T092401,65009058-2632-40fb-91e1-eac92856db5b,2019-04-02 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190331T075609_N0207_R035_T39UUB_20190331T101443,bdebce4f-2d1f-408e-b085-54c181605bc2,2019-03-31 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190331T075609_N0207_R035_T39VUC_20190331T101443,78c1b2a1-8bd5-4166-9db5-add7ea247caf,2019-03-31 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190331T075609_N0207_R035_T39VVC_20190331T101443,60276224-5e8b-43d4-972d-4a2db0822533,2019-03-31 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190326T075611_N0207_R035_T39UVB_20190326T115156,34215129-95f9-4fe2-85ed-54658287ef40,2019-03-26 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190326T075611_N0207_R035_T39VVC_20190326T115156,83caca32-0f83-4d14-8e3e-bf3652fdd37b,2019-03-26 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190326T075611_N0207_R035_T39VUC_20190326T115156,d660d559-6300-48f9-bd72-8bd4d2d56389,2019-03-26 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190321T075619_N0207_R035_T39VUC_20190321T101756,6c52932a-51eb-429b-98dc-aab4b6705e4c,2019-03-21 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190313T074711_N0207_R135_T39VUC_20190313T113024,6dea6888-6948-401a-9bb4-d65c16bcb744,2019-03-13 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190313T074711_N0207_R135_T39VVC_20190313T113024,53ade814-87f8-41e6-be4e-3d3b9cb30c39,2019-03-13 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190313T074711_N0207_R135_T39UVB_20190313T113024,8d942346-0ca5-4408-924c-10f641ede1b1,2019-03-13 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190313T074711_N0207_R135_T39UUB_20190313T113024,d48b204e-9591-4163-bb1e-f318e86ce724,2019-03-13 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190303T074821_N0207_R135_T39VVC_20190303T094847,3c33fa19-be40-495c-a18d-89862f7fb814,2019-03-03 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190303T074821_N0207_R135_T39UUB_20190303T094847,0063a2c4-3d9d-4ea4-892c-7a9fcc397866,2019-03-03 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190303T074821_N0207_R135_T39UVB_20190303T094847,4e40e75f-6083-4c84-bba5-7dd35b9ddf22,2019-03-03 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190303T074821_N0207_R135_T39VUC_20190303T094847,a538538a-2888-4672-8cc4-c26810b88685,2019-03-03 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190219T075959_N0207_R035_T39UUB_20190219T101244,d935882a-3af7-45f3-9677-aa061c7723ef,2019-02-19 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20190219T075959_N0207_R035_T39VVC_20190219T101244,1e02a9d5-6af6-4e2a-b524-bc740c191c30,2019-02-19 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190219T075959_N0207_R035_T39VUC_20190219T101244,93f884c5-cce4-45c6-9037-8595bbbe4f63,2019-02-19 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190211T075041_N0207_R135_T39UVB_20190211T080803,a31de58c-62b6-4b46-8d19-f53d3e7f0ea5,2019-02-11 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190204T080121_N0207_R035_T39VVC_20190204T082157,7c239248-08b0-429c-84ff-a20959d6301f,2019-02-04 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190130T080159_N0207_R035_T39UVB_20190130T082036,026884ff-9f09-42dd-9f43-185cd058400e,2019-01-30 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190127T075209_N0207_R135_T39UUB_20190127T085343,df1a5891-4555-4f9d-ba31-ce9e695c2b64,2019-01-27 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190125T080221_N0207_R035_T39VVC_20190125T082029,1a1fc53d-3f09-4eb3-9150-0bbb312d9a1a,2019-01-25 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190125T080221_N0207_R035_T39VUC_20190125T082029,515387ef-501b-411a-a89e-d8f84f196707,2019-01-25 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20190125T080221_N0207_R035_T39UUB_20190125T082029,9035f2ff-91f7-4454-8cb2-e790f90430d6,2019-01-25 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190125T080221_N0207_R035_T39UVB_20190125T082029,ff94697e-a4b9-470c-bebe-ca9fefa57abf,2019-01-25 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190122T075221_N0207_R135_T39UVB_20190122T080816,c938fa92-fb32-4284-82c4-39ea8b5698f3,2019-01-22 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190122T075221_N0207_R135_T39VVC_20190122T080816,a63b690c-6933-48ab-bac0-22261f7650ff,2019-01-22 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20190122T075221_N0207_R135_T39UUB_20190122T080816,e2466a5c-cb42-4232-a846-fc4902f533bd,2019-01-22 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20190122T075221_N0207_R135_T39VUC_20190122T080816,c3f6d789-0438-4631-85b6-497c66bf3eeb,2019-01-22 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190120T080239_N0207_R035_T39VVC_20190120T090436,1f456865-f09a-4888-aee6-1dc2cd4a6395,2019-01-20 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190120T080239_N0207_R035_T39UVB_20190120T090436,11aca0a1-798e-460a-9cac-b771e6873b36,2019-01-20 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20190112T075301_N0207_R135_T39VVC_20190112T080823,f2d68def-54e3-4728-b7e2-20bd2aa3456c,2019-01-12 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190110T080309_N0207_R035_T39UVB_20190110T082226,aff2e822-1a47-4752-8039-de53db3120b1,2019-01-10 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20190110T080309_N0207_R035_T39VUC_20190110T082226,8f2418d5-a1e8-4cb1-ac07-f47cd67c4daf,2019-01-10 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190110T080309_N0207_R035_T39VVC_20190110T082226,5d8040c9-538b-4c0c-97d9-af53aa176861,2019-01-10 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190107T075319_N0207_R135_T39VVC_20190107T080744,d839856c-79fd-477d-a88c-edef02499bdf,2019-01-07 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20190107T075319_N0207_R135_T39VUC_20190107T080744,ac03a7ed-d616-4ad0-89c7-fe7e154e26bb,2019-01-07 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20190107T075319_N0207_R135_T39UVB_20190107T080744,5fb325b2-e873-4d67-afad-39cfc3daa942,2019-01-07 00:00:00,T39UVB
